Year,Brand,Body,Engine Type,Model,Registration,sid
2002,Mitsubishi,van,*,Space Star,yes,41063
2006,BMW,sedan,*,750,yes,41064
1999,Volkswagen,van,*,Sharan,yes,41065
1992,BMW,sedan,*,525,no,41066
2012,Volkswagen,other,*,T6 (Transporter),yes,41067
2016,BMW,hatch,*,4 Series Gran Coupe,yes,41068
2008,Toyota,other,*,Land Cruiser 200,yes,41069
2009,Mercedes-Benz,sedan,*,S 350,yes,41070
2008,Renault,crossover,*,Koleos,yes,41071
1996,Audi,vagon,*,A4,yes,41072
2006,BMW,hatch,*,120,yes,41073
2015,Mitsubishi,crossover,*,Pajero Sport,yes,41074
2005,Mercedes-Benz,other,*,Vito,yes,41075
2014,BMW,other,*,428,yes,41076
1998,BMW,sedan,*,320,no,41077
2010,Mercedes-Benz,crossover,*,GLK 300,yes,41078
1983,BMW,other,*,323,yes,41079
1999,Audi,sedan,*,A8,no,41080
2002,Volkswagen,van,*,Sharan,no,41081
2014,Volkswagen,sedan,*,Polo,yes,41082
2010,Toyota,crossover,*,Rav 4,yes,41083
2001,Renault,other,*,Megane,no,41084
1999,BMW,sedan,*,535,yes,41085
2009,Mitsubishi,crossover,*,Outlander,yes,41086
1988,BMW,sedan,*,525,yes,41087
1987,Audi,hatch,*,100,yes,41088
2013,Mercedes-Benz,van,*,Viano,yes,41089
1989,Audi,sedan,*,80,yes,41090
2000,Renault,van,*,Kangoo,yes,41091
2002,Mercedes-Benz,vagon,*,E-Class,yes,41092
2012,Toyota,other,*,Camry,yes,41093
2005,Mercedes-Benz,van,*,Sprinter 313,yes,41094
2010,Mercedes-Benz,other,*,Vito,yes,41095
2003,BMW,sedan,*,320,no,41096
2007,Mitsubishi,other,*,Lancer X,yes,41097
2008,Volkswagen,other,*,Passat B6,yes,41098
2000,BMW,sedan,*,730,yes,41099
1995,BMW,sedan,*,520,yes,41100
1995,BMW,sedan,*,530,yes,41101
2002,Renault,hatch,*,Laguna,yes,41102
1992,Volkswagen,hatch,*,Golf III,yes,41103
2004,Mercedes-Benz,sedan,*,C-Class,yes,41104
2007,Mitsubishi,van,*,Grandis,yes,41105
2011,Mercedes-Benz,crossover,*,ML 350,yes,41106
2000,Volkswagen,sedan,*,Jetta,yes,41107
2011,Volkswagen,vagon,*,Golf VI,yes,41108
2006,Volkswagen,hatch,*,Pointer,yes,41109
2013,Renault,van,*,Grand Scenic,yes,41110
2016,Renault,crossover,*,Captur,yes,41111
2004,BMW,sedan,*,520,yes,41112
2007,Mercedes-Benz,other,*,S 320,yes,41113
2005,Mitsubishi,crossover,*,Outlander,yes,41114
2008,Mercedes-Benz,van,*,Sprinter 213,yes,41115
2010,Mercedes-Benz,other,*,E-Class,yes,41116
1993,BMW,sedan,*,M5,yes,41117
2015,Mercedes-Benz,sedan,*,S 500,yes,41118
2009,Renault,hatch,*,Laguna,yes,41119
1995,Audi,sedan,*,A8,yes,41120
2003,Volkswagen,van,*,T5 (Transporter),yes,41121
2013,Audi,sedan,*,A3,yes,41122
2015,Mercedes-Benz,sedan,*,C-Class,yes,41123
1997,Mercedes-Benz,other,*,E-Class,yes,41124
2007,Volkswagen,sedan,*,Touareg,yes,41125
2008,BMW,sedan,*,M5,no,41126
1998,Mercedes-Benz,crossover,*,ML 320,no,41127
2007,Mercedes-Benz,other,*,SLK 200,yes,41128
1997,Mercedes-Benz,vagon,*,E-Class,yes,41129
2002,Audi,vagon,*,A6,yes,41130
2015,Volkswagen,other,*,Tiguan,yes,41131
2006,Renault,vagon,*,Trafic,yes,41132
2009,Volkswagen,sedan,*,Jetta,yes,41133
2012,Mercedes-Benz,crossover,*,ML 350,yes,41134
1984,Volkswagen,hatch,*,Golf II,yes,41135
1987,Mercedes-Benz,vagon,*,230,yes,41136
2012,Volkswagen,vagon,*,T6 (Transporter) ,yes,41137
2008,BMW,sedan,*,760,yes,41138
2005,Mercedes-Benz,other,*,Sprinter 313,yes,41139
1985,Mercedes-Benz,sedan,*,230,yes,41140
2004,Mercedes-Benz,sedan,*,S 320,yes,41141
2007,Mercedes-Benz,hatch,*,B 200,yes,41142
1993,BMW,sedan,*,318,yes,41143
1989,Mitsubishi,sedan,*,Galant,yes,41144
2002,BMW,sedan,*,318,no,41145
1999,Mitsubishi,crossover,*,Pajero Wagon,yes,41146
2011,Audi,sedan,*,A8,yes,41147
2006,Toyota,crossover,*,FJ Cruiser,yes,41148
2000,BMW,sedan,*,330,yes,41149
2013,Mitsubishi,crossover,*,Outlander XL,yes,41150
2008,Mercedes-Benz,hatch,*,B 180,yes,41151
2013,Volkswagen,hatch,*,Polo,yes,41152
2004,Audi,sedan,*,A4,yes,41153
1994,Renault,hatch,*,Laguna,yes,41154
2016,Renault,crossover,*,Sandero StepWay,yes,41155
2013,Toyota,crossover,*,Land Cruiser 200,yes,41156
2010,Volkswagen,sedan,*,Passat B6,no,41157
2016,BMW,sedan,*,750,yes,41158
2016,BMW,sedan,*,320,yes,41159
2005,BMW,sedan,*,520,yes,41160
1990,Mercedes-Benz,sedan,*,190,yes,41161
2014,Volkswagen,hatch,*,Up,yes,41162
2000,Volkswagen,vagon,*,Golf IV,yes,41163
2013,Mercedes-Benz,vagon,*,B 180,yes,41164
2000,Mitsubishi,crossover,*,Pajero Wagon,yes,41165
2012,Renault,vagon,*,Logan,yes,41166
1995,Audi,sedan,*,A4,yes,41167
1998,Audi,vagon,*,A4,no,41168
2008,Toyota,other,*,Corolla,yes,41169
2015,Mercedes-Benz,other,*,S 350,yes,41170
2014,Mercedes-Benz,sedan,*,CLA 220,yes,41171
2015,Toyota,sedan,*,Corolla,yes,41172
2016,Volkswagen,vagon,*,Passat B8,yes,41173
1996,Volkswagen,vagon,*,Golf III,yes,41174
1999,Volkswagen,sedan,*,Passat B5,no,41175
2003,Renault,van,*,Trafic,yes,41176
2016,Audi,crossover,*,Q5,yes,41177
2002,Audi,other,*,A4,no,41178
2013,Mercedes-Benz,crossover,*,G 500,yes,41179
1980,Mercedes-Benz,other,*,E-Class,yes,41180
1991,Mitsubishi,sedan,*,Galant,yes,41181
2016,Volkswagen,crossover,*,Tiguan,yes,41182
2008,BMW,vagon,*,520,yes,41183
1998,Mercedes-Benz,other,*,Sprinter 312,yes,41184
2004,Mercedes-Benz,other,*,Vito,yes,41185
2000,Mercedes-Benz,van,*,Vito,no,41186
2011,Mercedes-Benz,sedan,*,S 63 AMG,yes,41187
2010,Renault,vagon,*,Megane,no,41188
2004,Toyota,crossover,*,Land Cruiser Prado,yes,41189
2004,Mercedes-Benz,sedan,*,S 350,yes,41190
2011,BMW,vagon,*,X1,yes,41191
2016,Renault,vagon,*,Logan,yes,41192
1985,Audi,sedan,*,80,yes,41193
2002,BMW,sedan,*,523,yes,41194
2005,Volkswagen,sedan,*,Passat B6,yes,41195
1991,Mercedes-Benz,other,*,230,yes,41196
1994,BMW,sedan,*,318,no,41197
2005,BMW,sedan,*,530,yes,41198
2013,Audi,crossover,*,Q7,no,41199
2009,Toyota,crossover,*,Rav 4,yes,41200
2001,Audi,hatch,*,A3,no,41201
2009,Audi,sedan,*,A8,yes,41202
2001,Mercedes-Benz,vagon,*,A 170,no,41203
1999,Audi,vagon,*,A4,no,41204
1999,Mitsubishi,van,*,L 400,yes,41205
2000,Audi,vagon,*,A4,no,41206
2012,BMW,vagon,*,530,yes,41207
2007,Audi,vagon,*,A6,yes,41208
2005,BMW,sedan,*,545,yes,41209
2010,Renault,hatch,*,Sandero,yes,41210
1999,Volkswagen,van,*,T4 (Transporter) ,yes,41211
2011,Volkswagen,other,*,Amarok,yes,41212
2006,BMW,other,*,325,yes,41213
1988,BMW,sedan,*,750,yes,41214
2012,Volkswagen,other,*,Eos,yes,41215
1997,BMW,sedan,*,728,yes,41216
2010,Volkswagen,other,*,Golf VI,yes,41217
2007,BMW,sedan,*,318,yes,41218
1999,Volkswagen,other,*,Caddy,yes,41219
1998,BMW,vagon,*,520,yes,41220
2015,Mercedes-Benz,crossover,*,ML 63 AMG,yes,41221
2003,Mitsubishi,van,*,Space Star,yes,41222
1992,Volkswagen,hatch,*,Golf III,no,41223
2013,Volkswagen,other,*,T5 (Transporter) ,yes,41224
2014,Toyota,sedan,*,Avensis,yes,41225
2004,BMW,sedan,*,760,yes,41226
2004,Mercedes-Benz,sedan,*,E-Class,no,41227
1988,Volkswagen,van,*,LT,yes,41228
2002,BMW,sedan,*,525,no,41229
2008,Renault,other,*,Master,yes,41230
2015,BMW,crossover,*,X6 M,yes,41231
2009,Mercedes-Benz,crossover,*,ML 550,yes,41232
2006,Mercedes-Benz,vagon,*,E-Class,yes,41233
2008,Mercedes-Benz,other,*,CLC 180,yes,41234
1998,Volkswagen,sedan,*,Passat B4,no,41235
2008,Volkswagen,hatch,*,Caddy,yes,41236
2015,BMW,sedan,*,318,yes,41237
2016,Toyota,vagon,*,Auris,yes,41238
1995,Volkswagen,sedan,*,Passat B4,no,41239
2012,Volkswagen,hatch,*,Golf GTI,yes,41240
2015,BMW,crossover,*,X1,yes,41241
1985,Mercedes-Benz,sedan,*,E-Class,yes,41242
2004,Renault,other,*,Trafic,yes,41243
2004,BMW,sedan,*,530,yes,41244
2005,Renault,vagon,*,Scenic,yes,41245
2000,Mercedes-Benz,sedan,*,C-Class,yes,41246
1997,Mitsubishi,sedan,*,Carisma,no,41247
2012,Renault,other,*,Master,yes,41248
2002,Volkswagen,sedan,*,Passat B5,no,41249
2003,Mercedes-Benz,sedan,*,S 400,yes,41250
2012,Renault,vagon,*,Megane,no,41251
2003,Renault,hatch,*,Kangoo,yes,41252
2002,Mercedes-Benz,crossover,*,ML 500,yes,41253
2002,Mercedes-Benz,sedan,*,S 400,yes,41254
2011,Mitsubishi,other,*,L 200,yes,41255
2015,Toyota,crossover,*,Land Cruiser Prado,yes,41256
2002,Mercedes-Benz,sedan,*,Vito,yes,41257
1999,BMW,sedan,*,525,no,41258
2004,BMW,sedan,*,530,no,41259
1989,BMW,sedan,*,328,yes,41260
2001,Mitsubishi,hatch,*,Carisma,yes,41261
1997,Mercedes-Benz,van,*,Vito,no,41262
1996,Volkswagen,sedan,*,Vento,yes,41263
2013,Volkswagen,hatch,*,Scirocco,yes,41264
2004,Mercedes-Benz,sedan,*,S 600,yes,41265
2012,BMW,sedan,*,328,yes,41266
1998,BMW,sedan,*,523,yes,41267
2011,Renault,vagon,*,Scenic,yes,41268
2003,Mercedes-Benz,sedan,*,220,yes,41269
2004,Renault,other,*,Kangoo,yes,41270
1997,Mitsubishi,hatch,*,Carisma,yes,41271
2014,Mitsubishi,crossover,*,Pajero Sport,yes,41272
2011,Mercedes-Benz,van,*,Viano,yes,41273
2007,Mercedes-Benz,other,*,CL 63 AMG,yes,41274
1997,Renault,van,*,Scenic,no,41275
2010,Audi,vagon,*,A6 Allroad,yes,41276
1991,Mercedes-Benz,sedan,*,E-Class,no,41277
2001,Mercedes-Benz,other,*,S 430,yes,41278
2001,BMW,sedan,*,523,yes,41279
2001,BMW,vagon,*,530,no,41280
2012,BMW,hatch,*,535,yes,41281
2010,Toyota,crossover,*,Land Cruiser 200,yes,41282
2011,BMW,sedan,*,520,no,41283
2016,Mercedes-Benz,other,*,C-Class,yes,41284
1995,Mercedes-Benz,sedan,*,210,yes,41285
2000,Mercedes-Benz,crossover,*,ML 320,yes,41286
2016,Toyota,hatch,*,Auris,yes,41287
2001,Mercedes-Benz,sedan,*,C-Class,no,41288
2003,Toyota,crossover,*,Rav 4,no,41289
2007,Mercedes-Benz,sedan,*,E-Class,no,41290
2008,Mercedes-Benz,crossover,*,ML 320,yes,41291
2008,Toyota,vagon,*,Rav 4,yes,41292
2009,Volkswagen,sedan,*,Phaeton,yes,41293
2013,Audi,crossover,*,A6 Allroad,yes,41294
1998,Volkswagen,van,*,Multivan,yes,41295
2012,Audi,other,*,A8,yes,41296
2012,Volkswagen,hatch,*,Golf Plus,yes,41297
2010,BMW,crossover,*,X5,no,41298
2012,Volkswagen,other,*,Passat CC,yes,41299
2011,Mercedes-Benz,sedan,*,S 550,yes,41300
2013,Audi,sedan,*,A5,yes,41301
2000,BMW,sedan,*,740,yes,41302
1999,Audi,sedan,*,A4,no,41303
2013,Mercedes-Benz,crossover,*,ML 250,no,41304
2010,Audi,hatch,*,A5,yes,41305
2000,Toyota,crossover,*,Rav 4,yes,41306
2007,Mitsubishi,crossover,*,L 200,yes,41307
2001,Renault,van,*,Trafic,yes,41308
2007,Volkswagen,van,*,Caravelle,no,41309
2005,Mercedes-Benz,sedan,*,E-Class,no,41310
2004,Mercedes-Benz,other,*,CLK 320,no,41311
2008,Toyota,other,*,Land Cruiser Prado,yes,41312
1995,BMW,sedan,*,328,yes,41313
2006,Volkswagen,sedan,*,Jetta,yes,41314
1987,Renault,hatch,*,25,yes,41315
1988,BMW,sedan,*,324,yes,41316
2012,Mercedes-Benz,van,*,Sprinter 313,yes,41317
1996,Mercedes-Benz,other,*,E-Class,yes,41318
1997,BMW,vagon,*,528,no,41319
2005,Renault,van,*,Master,yes,41320
1997,BMW,vagon,*,528,yes,41321
1997,Mercedes-Benz,sedan,*,S 420,yes,41322
2013,Toyota,other,*,Land Cruiser 200,yes,41323
2003,Renault,van,*,Scenic,yes,41324
2011,BMW,other,*,528,yes,41325
2006,Volkswagen,sedan,*,Phaeton,yes,41326
2005,Renault,other,*,Kangoo,yes,41327
2001,BMW,sedan,*,320,yes,41328
1984,Volkswagen,other,*,T2 (Transporter),yes,41329
2013,BMW,crossover,*,X5,yes,41330
2000,Mercedes-Benz,other,*,CLK 230,no,41331
2001,Volkswagen,other,*,T4 (Transporter),yes,41332
2001,Volkswagen,sedan,*,Bora,yes,41333
1992,Volkswagen,sedan,*,Passat B3,yes,41334
2004,Renault,vagon,*,Scenic,yes,41335
1996,Mercedes-Benz,other,*,S 140,yes,41336
2011,BMW,sedan,*,730,yes,41337
2010,Mercedes-Benz,vagon,*,E-Class,yes,41338
2000,Mitsubishi,other,*,Eclipse,yes,41339
1998,BMW,sedan,*,540,yes,41340
2012,BMW,sedan,*,640,yes,41341
2006,Renault,sedan,*,Megane,yes,41342
2007,BMW,vagon,*,M5,yes,41343
2015,BMW,sedan,*,6 Series Gran Coupe,yes,41344
2011,Mercedes-Benz,crossover,*,ML 250,yes,41345
2003,Volkswagen,crossover,*,Touareg,yes,41346
1995,BMW,sedan,*,528,yes,41347
2006,Volkswagen,hatch,*,Golf VI,no,41348
2013,Mercedes-Benz,van,*,Sprinter 316,yes,41349
2009,Mercedes-Benz,other,*,SL 55 AMG,yes,41350
2008,Mercedes-Benz,crossover,*,ML 400,yes,41351
1982,Volkswagen,hatch,*,Golf II,yes,41352
2007,Renault,van,*,Scenic,yes,41353
2011,Volkswagen,sedan,*,Golf VI,yes,41354
2007,BMW,other,*,650,yes,41355
2008,Mitsubishi,crossover,*,Pajero Wagon,no,41356
1989,BMW,sedan,*,530,yes,41357
1997,Audi,other,*,A6,yes,41358
2007,BMW,sedan,*,M5,yes,41359
1997,Mercedes-Benz,sedan,*,S 140,yes,41360
2009,Audi,sedan,*,A4,yes,41361
2005,Renault,other,*,Scenic,yes,41362
2000,Audi,sedan,*,A6,yes,41363
2014,Renault,vagon,*,Kangoo,yes,41364
2005,Toyota,crossover,*,Rav 4,yes,41365
2011,Renault,other,*,Trafic,yes,41366
1990,Mitsubishi,hatch,*,Galant,yes,41367
2002,BMW,sedan,*,330,no,41368
2005,Volkswagen,vagon,*,Passat B6,yes,41369
1993,BMW,vagon,*,520,yes,41370
2013,Mercedes-Benz,van,*,Sprinter 324,yes,41371
2006,Mercedes-Benz,vagon,*,Vito,yes,41372
2005,Volkswagen,vagon,*,Touran,no,41373
2006,Mitsubishi,vagon,*,Pajero Wagon,yes,41374
1991,Volkswagen,vagon,*,Passat B3,yes,41375
1985,Toyota,van,*,Lite Ace,yes,41376
2010,Renault,hatch,*,Megane,yes,41377
2002,Mercedes-Benz,van,*,C-Class,no,41378
2011,BMW,vagon,*,118,no,41379
2000,Toyota,vagon,*,Avensis,no,41380
1999,Mercedes-Benz,hatch,*,A 170,no,41381
2005,Mercedes-Benz,sedan,*,S 550,yes,41382
2007,Renault,sedan,*,Clio,yes,41383
2010,Toyota,crossover,*,4Runner,yes,41384
2000,BMW,sedan,*,520,no,41385
2013,BMW,crossover,*,X6,no,41386
2007,Volkswagen,other,*,Eos,yes,41387
2009,Toyota,crossover,*,Sequoia,yes,41388
2004,Toyota,sedan,*,Avensis,yes,41389
2016,Audi,hatch,*,A5,yes,41390
2009,Renault,van,*,Grand Scenic,yes,41391
2012,Toyota,sedan,*,Corolla,yes,41392
2009,Toyota,crossover,*,Land Cruiser Prado,yes,41393
1986,BMW,sedan,*,320,yes,41394
1994,Toyota,sedan,*,Camry,yes,41395
2013,Mercedes-Benz,crossover,*,ML 500,yes,41396
2006,Renault,hatch,*,Scenic,yes,41397
2006,Toyota,other,*,Land Cruiser Prado,yes,41398
2005,Volkswagen,sedan,*,Golf Plus,yes,41399
2011,Renault,sedan,*,Kangoo,yes,41400
2003,BMW,sedan,*,740,yes,41401
1997,Volkswagen,other,*,Caddy,yes,41402
2010,Volkswagen,hatch,*,Golf V,yes,41403
2007,Mercedes-Benz,hatch,*,Vito,yes,41404
1999,Audi,hatch,*,A3,no,41405
2005,Audi,sedan,*,A4,yes,41406
2012,BMW,vagon,*,525,yes,41407
2008,Volkswagen,other,*,Polo,yes,41408
2013,Mercedes-Benz,other,*,E-Class,yes,41409
2003,Renault,sedan,*,Symbol,yes,41410
2007,Volkswagen,van,*,T5 (Transporter) ,yes,41411
2005,Audi,crossover,*,A6 Allroad,yes,41412
1988,Renault,hatch,*,11,yes,41413
1995,Mercedes-Benz,sedan,*,200,yes,41414
2016,Mercedes-Benz,sedan,*,S 400,yes,41415
2007,BMW,vagon,*,530,yes,41416
1991,Toyota,hatch,*,Carina,yes,41417
2009,Renault,sedan,*,Symbol,yes,41418
1996,Toyota,sedan,*,Carina,yes,41419
2007,Mitsubishi,sedan,*,Lancer Evolution,yes,41420
2003,Volkswagen,vagon,*,Golf IV,yes,41421
2001,Mercedes-Benz,hatch,*,C-Class,yes,41422
2010,Renault,van,*,Grand Scenic,yes,41423
2005,Volkswagen,other,*,LT,yes,41424
2008,Mercedes-Benz,other,*,Sprinter 315,yes,41425
1997,Audi,sedan,*,A8,no,41426
2010,BMW,sedan,*,5 Series GT,yes,41427
2012,Renault,hatch,*,Laguna,yes,41428
2012,Renault,vagon,*,Trafic,yes,41429
2003,BMW,crossover,*,X5,no,41430
1998,Audi,sedan,*,A8,yes,41431
2014,Mercedes-Benz,van,*,Viano,yes,41432
2014,Audi,sedan,*,A6,yes,41433
2005,BMW,sedan,*,318,yes,41434
2012,Toyota,vagon,*,Avensis,yes,41435
2004,Mercedes-Benz,crossover,*,ML 400,yes,41436
2007,Audi,crossover,*,Q7,no,41437
2010,BMW,sedan,*,535,yes,41438
2007,Volkswagen,sedan,*,T5 (Transporter),yes,41439
1999,BMW,sedan,*,528,yes,41440
2004,Mercedes-Benz,crossover,*,G 500,yes,41441
2002,BMW,sedan,*,735,yes,41442
2016,Audi,sedan,*,A6,yes,41443
2008,Mercedes-Benz,sedan,*,S 65 AMG,yes,41444
2005,Mitsubishi,hatch,*,Colt,yes,41445
2005,Toyota,sedan,*,Avensis,yes,41446
2008,BMW,sedan,*,520,yes,41447
2015,Volkswagen,sedan,*,Jetta,no,41448
1986,Mercedes-Benz,sedan,*,190,yes,41449
2008,Audi,other,*,A6,yes,41450
2005,BMW,other,*,630,yes,41451
1993,Mercedes-Benz,sedan,*,C-Class,yes,41452
2001,Mercedes-Benz,sedan,*,210,yes,41453
2002,BMW,other,*,330,yes,41454
2010,Audi,other,*,R8,yes,41455
2002,Volkswagen,van,*,Syncro,yes,41456
2008,Toyota,crossover,*,Highlander,yes,41457
2011,Mercedes-Benz,crossover,*,GL 500,yes,41458
2005,BMW,crossover,*,X5,no,41459
1990,Volkswagen,vagon,*,Passat B3,yes,41460
2014,Mercedes-Benz,vagon,*,E-Class,yes,41461
2005,BMW,other,*,520,yes,41462
2007,Toyota,hatch,*,Aygo,yes,41463
1999,Volkswagen,vagon,*,Sharan,yes,41464
1980,Volkswagen,sedan,*,Jetta,yes,41465
2012,Mitsubishi,other,*,Lancer X,yes,41466
2014,Mercedes-Benz,sedan,*,CLS 63 AMG,yes,41467
2007,BMW,sedan,*,520,yes,41468
2003,Renault,vagon,*,Kangoo,yes,41469
2012,BMW,other,*,640,yes,41470
1996,BMW,sedan,*,730,no,41471
2009,Volkswagen,other,*,Golf Variant,yes,41472
2011,Audi,sedan,*,A5,yes,41473
1995,BMW,vagon,*,520,yes,41474
2015,Volkswagen,sedan,*,Passat B7,no,41475
2007,Renault,other,*,Kangoo,yes,41476
2009,Mercedes-Benz,crossover,*,ML 350,yes,41477
2011,Volkswagen,other,*,T5 (Transporter),no,41478
2003,Mercedes-Benz,crossover,*,G 500,yes,41479
2011,Volkswagen,sedan,*,Jetta,no,41480
2000,Volkswagen,sedan,*,Passat B5,yes,41481
2006,Mercedes-Benz,sedan,*,320,yes,41482
2013,Volkswagen,hatch,*,Golf VI,yes,41483
2005,Toyota,other,*,Scion,yes,41484
2010,Audi,sedan,*,A5,yes,41485
2012,BMW,sedan,*,520,no,41486
2013,Renault,vagon,*,Grand Scenic,yes,41487
1993,Mitsubishi,sedan,*,Galant,yes,41488
2010,BMW,vagon,*,320,yes,41489
2006,BMW,sedan,*,320,yes,41490
1995,Audi,sedan,*,A6,yes,41491
2011,Mercedes-Benz,other,*,C-Class,yes,41492
2012,Mercedes-Benz,other,*,G 500,yes,41493
2008,Volkswagen,vagon,*,Caddy,yes,41494
2008,BMW,other,*,335,yes,41495
2010,BMW,hatch,*,116,yes,41496
1985,BMW,sedan,*,520,yes,41497
*,*,*,Petrol,320,yes,41498
*,*,*,Diesel,Sprinter 212,yes,41499
*,*,*,Gas,S 500,yes,41500
*,*,*,Petrol,Q7,yes,41501
*,*,*,Petrol,Rav 4,yes,41502
*,*,*,Petrol,GLS 63,yes,41503
*,*,*,Gas,320,yes,41504
*,*,*,Diesel,A6,yes,41505
*,*,*,Diesel,Megane,yes,41506
*,*,*,Gas,Golf IV,no,41507
*,*,*,Petrol,19,yes,41508
*,*,*,Gas,A6 Allroad,yes,41509
*,*,*,Petrol,Passat B6,yes,41510
*,*,*,Gas,Land Cruiser 100,yes,41511
*,*,*,Diesel,Clio,yes,41512
*,*,*,Petrol,318,no,41513
*,*,*,Diesel,Vito,yes,41514
*,*,*,Diesel,A6,no,41515
*,*,*,Diesel,Hilux,yes,41516
*,*,*,Diesel,Polo,yes,41517
*,*,*,Gas,A6,yes,41518
*,*,*,Gas,Outlander,yes,41519
*,*,*,Diesel,A8,yes,41520
*,*,*,Diesel,Touareg,yes,41521
*,*,*,Petrol,A6,yes,41522
*,*,*,Other,Vito,no,41523
*,*,*,Petrol,Colt,yes,41524
*,*,*,Petrol,GLS 500,yes,41525
*,*,*,Gas,100,yes,41526
*,*,*,Petrol,Z4,yes,41527
*,*,*,Gas,Pajero Wagon,yes,41528
*,*,*,Gas,X5,yes,41529
*,*,*,Diesel,Caddy,yes,41530
*,*,*,Gas,Camry,yes,41531
*,*,*,Petrol,528,yes,41532
*,*,*,Diesel,X5,yes,41533
*,*,*,Petrol,TT,yes,41534
*,*,*,Petrol,A4,no,41535
*,*,*,Petrol,G 55 AMG,yes,41536
*,*,*,Petrol,Camry,yes,41537
*,*,*,Petrol,X6,yes,41538
*,*,*,Petrol,Galant,yes,41539
*,*,*,Petrol,525,yes,41540
*,*,*,Petrol,S 500,yes,41541
*,*,*,Diesel,E-Class,yes,41542
*,*,*,Diesel,Kangoo,yes,41543
*,*,*,Other,ML 350,yes,41544
*,*,*,Diesel,GLS 350,yes,41545
*,*,*,Diesel,Passat B6,no,41546
*,*,*,Petrol,X5,yes,41547
*,*,*,Diesel,730,yes,41548
*,*,*,Petrol,318,yes,41549
*,*,*,Diesel,Trafic,yes,41550
*,*,*,Petrol,X5 M,yes,41551
*,*,*,Petrol,S 350,yes,41552
*,*,*,Petrol,A6 Allroad,yes,41553
*,*,*,Petrol,Lancer,yes,41554
*,*,*,Petrol,Scenic,yes,41555
*,*,*,Gas,E-Class,yes,41556
*,*,*,Petrol,330,no,41557
*,*,*,Petrol,E-Class,yes,41558
*,*,*,Diesel,Passat B5,no,41559
*,*,*,Diesel,A3,no,41560
*,*,*,Gas,Land Cruiser Prado,yes,41561
*,*,*,Gas,Lancer,yes,41562
*,*,*,Diesel,Caravelle,yes,41563
*,*,*,Petrol,Polo,yes,41564
*,*,*,Gas,525,yes,41565
*,*,*,Petrol,Avensis,yes,41566
*,*,*,Diesel,GL 320,yes,41567
*,*,*,Petrol,Pajero Wagon,yes,41568
*,*,*,Diesel,GL 350,yes,41569
*,*,*,Gas,GL 450,yes,41570
*,*,*,Petrol,Lancer X,yes,41571
*,*,*,Diesel,200,yes,41572
*,*,*,Petrol,520,yes,41573
*,*,*,Petrol,Tiguan,yes,41574
*,*,*,Petrol,Outlander XL,yes,41575
*,*,*,Diesel,320,no,41576
*,*,*,Other,A5,yes,41577
*,*,*,Petrol,X6 M,yes,41578
*,*,*,Other,Lancer X,yes,41579
*,*,*,Diesel,Scenic,yes,41580
*,*,*,Other,Galant,yes,41581
*,*,*,Diesel,520,yes,41582
*,*,*,Gas,Golf III,no,41583
*,*,*,Gas,X5,no,41584
*,*,*,Diesel,S 350,yes,41585
*,*,*,Petrol,A 150,yes,41586
*,*,*,Petrol,FJ Cruiser,yes,41587
*,*,*,Petrol,Golf GTI,yes,41588
*,*,*,Gas,Koleos,yes,41589
*,*,*,Diesel,T4 (Transporter),yes,41590
*,*,*,Diesel,Land Cruiser 200,yes,41591
*,*,*,Diesel,Passat B7,yes,41592
*,*,*,Petrol,Scirocco,yes,41593
*,*,*,Other,M5,yes,41594
*,*,*,Petrol,Venza,yes,41595
*,*,*,Petrol,80,yes,41596
*,*,*,Gas,520,yes,41597
*,*,*,Petrol,A5,yes,41598
*,*,*,Diesel,V 250,yes,41599
*,*,*,Diesel,ML 270,yes,41600
*,*,*,Petrol,C-Class,yes,41601
*,*,*,Petrol,Lupo,no,41602
*,*,*,Petrol,5 Series,yes,41603
*,*,*,Petrol,CLA 200,yes,41604
*,*,*,Diesel,T5 (Transporter),yes,41605
*,*,*,Petrol,Highlander,yes,41606
*,*,*,Diesel,525,yes,41607
*,*,*,Petrol,Kangoo,yes,41608
*,*,*,Petrol,Megane,yes,41609
*,*,*,Gas,Corolla,yes,41610
*,*,*,Diesel,Q7,yes,41611
*,*,*,Diesel,5 Series,no,41612
*,*,*,Gas,A8,no,41613
*,*,*,Petrol,CLK 240,yes,41614
*,*,*,Diesel,Golf IV,no,41615
*,*,*,Other,Passat CC,yes,41616
*,*,*,Other,I3,yes,41617
*,*,*,Other,Colt,yes,41618
*,*,*,Petrol,Passat B7,yes,41619
*,*,*,Diesel,Multivan,yes,41620
*,*,*,Other,Polo,yes,41621
*,*,*,Diesel,Vaneo,yes,41622
*,*,*,Petrol,X1,yes,41623
*,*,*,Petrol,M5,yes,41624
*,*,*,Diesel,T5 (Transporter) ,yes,41625
*,*,*,Petrol,Colt,no,41626
*,*,*,Diesel,S 400,yes,41627
*,*,*,Petrol,S 550,yes,41628
*,*,*,Petrol,Passat CC,yes,41629
*,*,*,Petrol,A4 Allroad,yes,41630
*,*,*,Gas,Passat B4,yes,41631
*,*,*,Petrol,Golf II,yes,41632
*,*,*,Diesel,L 200,yes,41633
*,*,*,Diesel,Jetta,yes,41634
*,*,*,Petrol,Logan,yes,41635
*,*,*,Gas,Pajero Sport,yes,41636
*,*,*,Diesel,730,no,41637
*,*,*,Diesel,Sprinter 312,yes,41638
