Year,State,Producer Type,Energy Source,CO2 (kt),SO2 kt,cid
1993,IA,Commercial Non-Cogen,Natural Gas,1.195,0,2672
1994,IA,Commercial Non-Cogen,Natural Gas,0.007,0,2673
1995,IA,Commercial Non-Cogen,Natural Gas,0.007,0,2674
2000,IA,Commercial Non-Cogen,Natural Gas,0.338,0,2675
2011,IA,Commercial Non-Cogen,Natural Gas,0.121,0,2676
2012,IA,Commercial Non-Cogen,Natural Gas,0.342,0,2677
2013,IA,Commercial Non-Cogen,Natural Gas,0.154,0,2678
2014,IA,Commercial Non-Cogen,Natural Gas,0.187,0,2679
2015,IA,Commercial Non-Cogen,Natural Gas,0.403,0,2680
1991,IA,Commercial Non-Cogen,Other,0,0,2681
1993,IA,Commercial Non-Cogen,Other,0,0,2682
1995,IA,Commercial Non-Cogen,Other Biomass,0,0,2683
1996,IA,Commercial Non-Cogen,Other Biomass,0,0,2684
1997,IA,Commercial Non-Cogen,Other Biomass,0,0,2685
1998,IA,Commercial Non-Cogen,Other Biomass,0,0,2686
1999,IA,Commercial Non-Cogen,Other Biomass,0,0,2687
2000,IA,Commercial Non-Cogen,Other Biomass,0,0,2688
2001,IA,Commercial Non-Cogen,Other Biomass,0,0,2689
2014,ID,Commercial Non-Cogen,Other Biomass,0,0,2690
2015,ID,Commercial Non-Cogen,Other Biomass,0,0,2691
2012,IL,Commercial Non-Cogen,Coal,27.937,0.75,2692
2013,IL,Commercial Non-Cogen,Coal,3.956,0.085,2693
1994,IL,Commercial Non-Cogen,Natural Gas,4.973,0,2694
1995,IL,Commercial Non-Cogen,Natural Gas,3.884,0,2695
1996,IL,Commercial Non-Cogen,Natural Gas,2.602,0,2696
1998,IL,Commercial Non-Cogen,Natural Gas,2.874,0,2697
1999,IL,Commercial Non-Cogen,Natural Gas,6.214,0,2698
2000,IL,Commercial Non-Cogen,Natural Gas,7.418,0,2699
2001,IL,Commercial Non-Cogen,Natural Gas,2.172,0,2700
2002,IL,Commercial Non-Cogen,Natural Gas,2.518,0,2701
2003,IL,Commercial Non-Cogen,Natural Gas,5.274,0,2702
2004,IL,Commercial Non-Cogen,Natural Gas,4.037,0,2703
2005,IL,Commercial Non-Cogen,Natural Gas,2.754,0,2704
2006,IL,Commercial Non-Cogen,Natural Gas,2.582,0,2705
2007,IL,Commercial Non-Cogen,Natural Gas,0.627,0,2706
2008,IL,Commercial Non-Cogen,Natural Gas,0.528,0,2707
2009,IL,Commercial Non-Cogen,Natural Gas,0.404,0,2708
2010,IL,Commercial Non-Cogen,Natural Gas,0.402,0,2709
2011,IL,Commercial Non-Cogen,Natural Gas,0.392,0,2710
2012,IL,Commercial Non-Cogen,Natural Gas,223.84,0.001,2711
2013,IL,Commercial Non-Cogen,Natural Gas,36.72,0,2712
2014,IL,Commercial Non-Cogen,Natural Gas,287.923,0.001,2713
2015,IL,Commercial Non-Cogen,Natural Gas,0.244,0,2714
2013,IL,Commercial Non-Cogen,Petroleum,0.051,0,2715
2014,IL,Commercial Non-Cogen,Petroleum,0.05,0,2716
2015,IL,Commercial Non-Cogen,Petroleum,0.055,0,2717
1993,IN,Commercial Non-Cogen,Petroleum,0.075,0,2718
1994,IN,Commercial Non-Cogen,Petroleum,0.114,0,2719
1995,IN,Commercial Non-Cogen,Petroleum,0.132,0,2720
1996,IN,Commercial Non-Cogen,Petroleum,0.098,0,2721
1997,IN,Commercial Non-Cogen,Petroleum,0.119,0,2722
1998,IN,Commercial Non-Cogen,Petroleum,0.072,0,2723
1999,IN,Commercial Non-Cogen,Petroleum,0.093,0,2724
2000,IN,Commercial Non-Cogen,Petroleum,0.004,0,2725
2001,IN,Commercial Non-Cogen,Petroleum,0.03,0,2726
2002,IN,Commercial Non-Cogen,Petroleum,0.022,0,2727
2003,IN,Commercial Non-Cogen,Petroleum,0.024,0,2728
2004,IN,Commercial Non-Cogen,Petroleum,0.033,0,2729
2005,IN,Commercial Non-Cogen,Petroleum,0.028,0,2730
2006,IN,Commercial Non-Cogen,Petroleum,0.021,0,2731
2007,IN,Commercial Non-Cogen,Petroleum,0.027,0,2732
2008,IN,Commercial Non-Cogen,Petroleum,0.028,0,2733
2009,IN,Commercial Non-Cogen,Petroleum,0.027,0,2734
2010,IN,Commercial Non-Cogen,Petroleum,0.012,0,2735
2011,IN,Commercial Non-Cogen,Petroleum,0.012,0,2736
2012,IN,Commercial Non-Cogen,Petroleum,0.032,0,2737
2013,IN,Commercial Non-Cogen,Petroleum,0.032,0,2738
2014,IN,Commercial Non-Cogen,Petroleum,0.028,0,2739
2015,IN,Commercial Non-Cogen,Petroleum,0.046,0,2740
2001,KY,Commercial Non-Cogen,Natural Gas,57.062,0,2741
2001,LA,Commercial Non-Cogen,Natural Gas,22.933,0,2742
2015,MA,Commercial Non-Cogen,Natural Gas,0.001,0,2743
1991,MA,Commercial Non-Cogen,Other,0,0,2744
1992,MA,Commercial Non-Cogen,Other,0,0,2745
1993,MA,Commercial Non-Cogen,Other,0,0,2746
1994,MA,Commercial Non-Cogen,Other,0,0,2747
1995,MA,Commercial Non-Cogen,Other Biomass,0,0,2748
1998,MA,Commercial Non-Cogen,Other Biomass,0,0,2749
1999,MA,Commercial Non-Cogen,Other Biomass,0,0,2750
2000,MA,Commercial Non-Cogen,Other Biomass,0,0.001,2751
2001,MA,Commercial Non-Cogen,Other Biomass,0,0,2752
2002,MA,Commercial Non-Cogen,Other Biomass,0,0,2753
2003,MA,Commercial Non-Cogen,Other Biomass,0,0,2754
1990,MA,Commercial Non-Cogen,Petroleum,19.15,0.059,2755
1991,MA,Commercial Non-Cogen,Petroleum,7.83,0.005,2756
1992,MA,Commercial Non-Cogen,Petroleum,5.329,0.004,2757
1993,MA,Commercial Non-Cogen,Petroleum,4.595,0.003,2758
1994,MA,Commercial Non-Cogen,Petroleum,4.755,0.015,2759
1995,MA,Commercial Non-Cogen,Petroleum,0.728,0.003,2760
1996,MA,Commercial Non-Cogen,Petroleum,1.477,0.006,2761
1997,MA,Commercial Non-Cogen,Petroleum,2.998,0.013,2762
1998,MA,Commercial Non-Cogen,Petroleum,31.946,0.074,2763
1999,MA,Commercial Non-Cogen,Petroleum,31.505,0.142,2764
2000,MA,Commercial Non-Cogen,Petroleum,18.554,0.075,2765
2001,MA,Commercial Non-Cogen,Petroleum,21.007,0.001,2766
2002,MA,Commercial Non-Cogen,Petroleum,8.358,0.002,2767
2003,MA,Commercial Non-Cogen,Petroleum,0,0.002,2768
2004,MA,Commercial Non-Cogen,Petroleum,0,0.003,2769
2015,MA,Commercial Non-Cogen,Petroleum,0.014,0,2770
2011,MD,Commercial Non-Cogen,Coal,0,0.445,2771
2012,MD,Commercial Non-Cogen,Coal,48.417,0.358,2772
2013,MD,Commercial Non-Cogen,Coal,22.161,0.243,2773
2014,MD,Commercial Non-Cogen,Coal,17.961,0.197,2774
2013,MD,Commercial Non-Cogen,Natural Gas,66.53,0,2775
2014,MD,Commercial Non-Cogen,Natural Gas,155.827,0.001,2776
2015,MD,Commercial Non-Cogen,Natural Gas,171.812,0.001,2777
1990,MD,Commercial Non-Cogen,Other,0,0,2778
1991,MD,Commercial Non-Cogen,Other,0,0,2779
1992,MD,Commercial Non-Cogen,Other,0,0,2780
1993,MD,Commercial Non-Cogen,Other,0,0,2781
1994,MD,Commercial Non-Cogen,Other,0,0,2782
1995,MD,Commercial Non-Cogen,Other Biomass,0,0,2783
1996,MD,Commercial Non-Cogen,Other Biomass,0,0,2784
1997,MD,Commercial Non-Cogen,Other Biomass,0,0,2785
1998,MD,Commercial Non-Cogen,Other Biomass,0,0,2786
1999,MD,Commercial Non-Cogen,Other Biomass,0,0,2787
2000,MD,Commercial Non-Cogen,Other Biomass,0,0,2788
2001,MD,Commercial Non-Cogen,Other Biomass,0,0,2789
2003,MD,Commercial Non-Cogen,Other Biomass,0,0,2790
2004,MD,Commercial Non-Cogen,Other Biomass,0,0,2791
2005,MD,Commercial Non-Cogen,Other Biomass,0,0,2792
2006,MD,Commercial Non-Cogen,Other Biomass,0,0,2793
2007,MD,Commercial Non-Cogen,Other Biomass,0,0,2794
2008,MD,Commercial Non-Cogen,Other Biomass,0,0,2795
2009,MD,Commercial Non-Cogen,Other Biomass,0,0,2796
2010,MD,Commercial Non-Cogen,Other Biomass,0,0,2797
2011,MD,Commercial Non-Cogen,Other Biomass,0,0,2798
2012,MD,Commercial Non-Cogen,Other Biomass,0,0,2799
2013,MD,Commercial Non-Cogen,Other Biomass,0,0,2800
2014,MD,Commercial Non-Cogen,Other Biomass,0,0,2801
2015,MD,Commercial Non-Cogen,Other Biomass,0,0,2802
2008,MD,Commercial Non-Cogen,Petroleum,0.011,0,2803
2009,MD,Commercial Non-Cogen,Petroleum,0.014,0,2804
2010,MD,Commercial Non-Cogen,Petroleum,0.004,0,2805
2011,MD,Commercial Non-Cogen,Petroleum,0.012,0.017,2806
2012,MD,Commercial Non-Cogen,Petroleum,67.662,0.837,2807
2013,MD,Commercial Non-Cogen,Petroleum,92.89,1.105,2808
2014,MD,Commercial Non-Cogen,Petroleum,103.369,1.229,2809
2003,ME,Commercial Non-Cogen,Natural Gas,1.436,0,2810
2004,ME,Commercial Non-Cogen,Natural Gas,1.204,0,2811
2005,ME,Commercial Non-Cogen,Natural Gas,0.821,0,2812
2006,ME,Commercial Non-Cogen,Natural Gas,0.972,0,2813
2007,ME,Commercial Non-Cogen,Natural Gas,1.126,0,2814
2008,ME,Commercial Non-Cogen,Natural Gas,0,0,2815
2009,ME,Commercial Non-Cogen,Natural Gas,0.401,0,2816
2010,ME,Commercial Non-Cogen,Natural Gas,0.465,0,2817
2011,ME,Commercial Non-Cogen,Natural Gas,0.638,0,2818
2012,ME,Commercial Non-Cogen,Natural Gas,0.531,0,2819
2013,ME,Commercial Non-Cogen,Natural Gas,0.573,0,2820
2014,ME,Commercial Non-Cogen,Natural Gas,0.844,0,2821
2015,ME,Commercial Non-Cogen,Natural Gas,0.301,0,2822
1990,ME,Commercial Non-Cogen,Other,90.739,0.012,2823
1991,ME,Commercial Non-Cogen,Other,70.237,0.012,2824
1992,ME,Commercial Non-Cogen,Other,85.009,0.01,2825
1993,ME,Commercial Non-Cogen,Other,90.714,0.005,2826
1994,ME,Commercial Non-Cogen,Other,88.248,0.005,2827
1995,ME,Commercial Non-Cogen,Other,87.556,0.137,2828
1996,ME,Commercial Non-Cogen,Other,81.923,0.139,2829
1997,ME,Commercial Non-Cogen,Other,91.25,0.153,2830
1998,ME,Commercial Non-Cogen,Other,96.212,0.155,2831
1999,ME,Commercial Non-Cogen,Other,92.258,0.155,2832
2000,ME,Commercial Non-Cogen,Other,84.333,0.339,2833
2001,ME,Commercial Non-Cogen,Other,84.084,0.009,2834
2002,ME,Commercial Non-Cogen,Other,105.132,0.102,2835
2003,ME,Commercial Non-Cogen,Other,137.933,0.062,2836
2004,ME,Commercial Non-Cogen,Other,129.754,0.063,2837
2005,ME,Commercial Non-Cogen,Other,132.091,0.088,2838
2006,ME,Commercial Non-Cogen,Other,128.217,0.009,2839
2007,ME,Commercial Non-Cogen,Other,128.704,0.051,2840
2008,ME,Commercial Non-Cogen,Other,143.913,0.013,2841
2009,ME,Commercial Non-Cogen,Other,145.959,0.012,2842
2010,ME,Commercial Non-Cogen,Other,153.397,0.012,2843
2011,ME,Commercial Non-Cogen,Other,152.624,0.011,2844
2012,ME,Commercial Non-Cogen,Other,135.297,0.056,2845
2013,ME,Commercial Non-Cogen,Other,139.796,0.057,2846
2014,ME,Commercial Non-Cogen,Other,132.99,0.059,2847
2015,ME,Commercial Non-Cogen,Other,145.478,0.061,2848
1990,ME,Commercial Non-Cogen,Petroleum,2.514,0.001,2849
1991,ME,Commercial Non-Cogen,Petroleum,3.239,0.001,2850
1992,ME,Commercial Non-Cogen,Petroleum,1.944,0,2851
1993,ME,Commercial Non-Cogen,Petroleum,0.993,0,2852
1994,ME,Commercial Non-Cogen,Petroleum,0.993,0,2853
1995,ME,Commercial Non-Cogen,Petroleum,1.728,0.004,2854
1996,ME,Commercial Non-Cogen,Petroleum,3.11,0.006,2855
1997,ME,Commercial Non-Cogen,Petroleum,3.514,0.007,2856
1998,ME,Commercial Non-Cogen,Petroleum,4.146,0.009,2857
1999,ME,Commercial Non-Cogen,Petroleum,7.126,0.015,2858
2000,ME,Commercial Non-Cogen,Petroleum,5.312,0.011,2859
2001,ME,Commercial Non-Cogen,Petroleum,4.12,0,2860
2002,ME,Commercial Non-Cogen,Petroleum,5,0.004,2861
2003,ME,Commercial Non-Cogen,Petroleum,4.271,0,2862
2004,ME,Commercial Non-Cogen,Petroleum,3.847,0,2863
2005,ME,Commercial Non-Cogen,Petroleum,2.728,0,2864
2006,ME,Commercial Non-Cogen,Petroleum,1.864,0,2865
2007,ME,Commercial Non-Cogen,Petroleum,2.741,0,2866
2008,ME,Commercial Non-Cogen,Petroleum,3.065,0,2867
2009,ME,Commercial Non-Cogen,Petroleum,3.565,0,2868
2010,ME,Commercial Non-Cogen,Petroleum,3.565,0,2869
2011,ME,Commercial Non-Cogen,Petroleum,3.867,0,2870
2012,ME,Commercial Non-Cogen,Petroleum,2.513,0,2871
2013,ME,Commercial Non-Cogen,Petroleum,2.559,0,2872
2014,ME,Commercial Non-Cogen,Petroleum,2.601,0,2873
2015,ME,Commercial Non-Cogen,Petroleum,3.317,0,2874
1995,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0.008,2875
1996,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0.008,2876
1997,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0.005,2877
1998,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0.005,2878
1999,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0.001,2879
2000,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0.002,2880
2001,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2881
2002,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2882
2008,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2883
2009,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2884
2011,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2885
2012,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2886
2013,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2887
2014,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2888
2015,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,0,2889
2004,MI,Commercial Non-Cogen,Natural Gas,0.886,0,2890
2005,MI,Commercial Non-Cogen,Natural Gas,1.168,0,2891
2006,MI,Commercial Non-Cogen,Natural Gas,0.166,0,2892
2007,MI,Commercial Non-Cogen,Natural Gas,0.334,0,2893
2008,MI,Commercial Non-Cogen,Natural Gas,0.167,0,2894
2009,MI,Commercial Non-Cogen,Natural Gas,0.105,0,2895
2010,MI,Commercial Non-Cogen,Natural Gas,0.145,0,2896
2011,MI,Commercial Non-Cogen,Natural Gas,0.414,0,2897
2012,MI,Commercial Non-Cogen,Natural Gas,0.38,0,2898
2013,MI,Commercial Non-Cogen,Natural Gas,0.773,0,2899
2014,MI,Commercial Non-Cogen,Natural Gas,0.914,0,2900
2015,MI,Commercial Non-Cogen,Natural Gas,0.94,0,2901
2010,MI,Commercial Non-Cogen,Other,88.772,0.007,2902
2011,MI,Commercial Non-Cogen,Other,83.737,0.007,2903
2012,MI,Commercial Non-Cogen,Other,85.835,0.022,2904
2013,MI,Commercial Non-Cogen,Other,86.556,0.026,2905
2014,MI,Commercial Non-Cogen,Other,81.92,0.015,2906
2015,MI,Commercial Non-Cogen,Other,80.279,0.011,2907
2004,MI,Commercial Non-Cogen,Petroleum,0.065,0,2908
2005,MI,Commercial Non-Cogen,Petroleum,0.046,0,2909
2006,MI,Commercial Non-Cogen,Petroleum,0.088,0,2910
2007,MI,Commercial Non-Cogen,Petroleum,0.111,0,2911
2008,MI,Commercial Non-Cogen,Petroleum,0.07,0,2912
2009,MI,Commercial Non-Cogen,Petroleum,0.145,0,2913
2010,MI,Commercial Non-Cogen,Petroleum,0.199,0,2914
2011,MI,Commercial Non-Cogen,Petroleum,0.218,0,2915
2012,MI,Commercial Non-Cogen,Petroleum,0.225,0,2916
2013,MI,Commercial Non-Cogen,Petroleum,0.34,0.001,2917
2014,MI,Commercial Non-Cogen,Petroleum,0.105,0,2918
2015,MI,Commercial Non-Cogen,Petroleum,0.087,0,2919
2011,MN,Commercial Non-Cogen,Coal,41.301,0.413,2920
2012,MN,Commercial Non-Cogen,Coal,1.057,0,2921
2013,MN,Commercial Non-Cogen,Coal,2.18,0.004,2922
2014,MN,Commercial Non-Cogen,Coal,8.869,0.018,2923
2015,MN,Commercial Non-Cogen,Coal,8.82,0.015,2924
2011,MN,Commercial Non-Cogen,Natural Gas,38.259,0,2925
2012,MN,Commercial Non-Cogen,Natural Gas,68.416,0,2926
2013,MN,Commercial Non-Cogen,Natural Gas,77.286,0,2927
2014,MN,Commercial Non-Cogen,Natural Gas,58.623,0,2928
2015,MN,Commercial Non-Cogen,Natural Gas,58.884,0,2929
2011,MN,Commercial Non-Cogen,Other,0,0,2930
1990,MN,Commercial Non-Cogen,Petroleum,0.051,0,2931
1992,MN,Commercial Non-Cogen,Petroleum,0.051,0,2932
1993,MN,Commercial Non-Cogen,Petroleum,0.03,0,2933
1994,MN,Commercial Non-Cogen,Petroleum,0.043,0,2934
1995,MN,Commercial Non-Cogen,Petroleum,0.043,0,2935
1996,MN,Commercial Non-Cogen,Petroleum,0.056,0,2936
1997,MN,Commercial Non-Cogen,Petroleum,0.039,0,2937
1998,MN,Commercial Non-Cogen,Petroleum,0.104,0,2938
1999,MN,Commercial Non-Cogen,Petroleum,0.134,0,2939
2000,MN,Commercial Non-Cogen,Petroleum,0.065,0,2940
2001,MN,Commercial Non-Cogen,Petroleum,0.078,0,2941
2002,MN,Commercial Non-Cogen,Petroleum,0.034,0,2942
2003,MN,Commercial Non-Cogen,Petroleum,0.037,0,2943
2004,MN,Commercial Non-Cogen,Petroleum,0.086,0,2944
2005,MN,Commercial Non-Cogen,Petroleum,0.55,0,2945
2006,MN,Commercial Non-Cogen,Petroleum,0.619,0,2946
2007,MN,Commercial Non-Cogen,Petroleum,0.853,0.002,2947
2008,MN,Commercial Non-Cogen,Petroleum,0.735,0,2948
2009,MN,Commercial Non-Cogen,Petroleum,0.564,0,2949
2010,MN,Commercial Non-Cogen,Petroleum,0.934,0,2950
2011,MN,Commercial Non-Cogen,Petroleum,0.835,0,2951
2012,MN,Commercial Non-Cogen,Petroleum,0.567,0,2952
2013,MN,Commercial Non-Cogen,Petroleum,0.619,0,2953
2014,MN,Commercial Non-Cogen,Petroleum,5.885,0.009,2954
2015,MN,Commercial Non-Cogen,Petroleum,1.219,0.001,2955
2000,MS,Commercial Non-Cogen,Petroleum,3.476,0.007,2956
2001,MS,Commercial Non-Cogen,Petroleum,3.476,0.005,2957
2002,MS,Commercial Non-Cogen,Petroleum,0.52,0.001,2958
2012,NC,Commercial Non-Cogen,Other Biomass,0,0,2959
2013,NC,Commercial Non-Cogen,Other Biomass,0,0,2960
2014,NC,Commercial Non-Cogen,Other Biomass,0,0,2961
2015,NC,Commercial Non-Cogen,Other Biomass,0,0,2962
1994,NC,Commercial Non-Cogen,Petroleum,0.157,0,2963
1995,NC,Commercial Non-Cogen,Petroleum,0.314,0.001,2964
1996,NC,Commercial Non-Cogen,Petroleum,0.485,0.001,2965
1997,NC,Commercial Non-Cogen,Petroleum,0.492,0.001,2966
1998,NC,Commercial Non-Cogen,Petroleum,0.5,0.001,2967
1999,NC,Commercial Non-Cogen,Petroleum,0.549,0.001,2968
2000,NC,Commercial Non-Cogen,Petroleum,0.27,0,2969
2001,NC,Commercial Non-Cogen,Petroleum,0.178,0,2970
2002,NC,Commercial Non-Cogen,Petroleum,0.114,0,2971
2003,NC,Commercial Non-Cogen,Petroleum,0.097,0,2972
2004,NC,Commercial Non-Cogen,Petroleum,0.11,0,2973
2005,NC,Commercial Non-Cogen,Petroleum,0.101,0,2974
2006,NC,Commercial Non-Cogen,Petroleum,0.125,0,2975
2007,NC,Commercial Non-Cogen,Petroleum,0.22,0,2976
2008,NC,Commercial Non-Cogen,Petroleum,0.076,0,2977
2009,NC,Commercial Non-Cogen,Petroleum,0.03,0,2978
2010,NC,Commercial Non-Cogen,Petroleum,0.053,0,2979
2011,NC,Commercial Non-Cogen,Petroleum,0.09,0,2980
2012,NC,Commercial Non-Cogen,Petroleum,0.092,0,2981
2013,NC,Commercial Non-Cogen,Petroleum,0.135,0,2982
2014,NC,Commercial Non-Cogen,Petroleum,0.134,0,2983
2015,NC,Commercial Non-Cogen,Petroleum,0.249,0,2984
2007,ND,Commercial Non-Cogen,Petroleum,0.267,0,2985
2008,ND,Commercial Non-Cogen,Petroleum,0.243,0,2986
2009,ND,Commercial Non-Cogen,Petroleum,0.065,0,2987
2010,ND,Commercial Non-Cogen,Petroleum,0.032,0,2988
2011,ND,Commercial Non-Cogen,Petroleum,0.02,0,2989
2012,ND,Commercial Non-Cogen,Petroleum,0.056,0,2990
2013,ND,Commercial Non-Cogen,Petroleum,0.059,0,2991
2014,ND,Commercial Non-Cogen,Petroleum,0.114,0,2992
2015,ND,Commercial Non-Cogen,Petroleum,0.017,0,2993
2009,NJ,Commercial Non-Cogen,Other,215.383,0.021,2994
2010,NJ,Commercial Non-Cogen,Other,218.794,0.021,2995
2011,NJ,Commercial Non-Cogen,Other,223.493,0.021,2996
2012,NJ,Commercial Non-Cogen,Other,216.284,0.002,2997
2013,NJ,Commercial Non-Cogen,Other,217.367,0.003,2998
2014,NJ,Commercial Non-Cogen,Other,215.001,0.002,2999
2015,NJ,Commercial Non-Cogen,Other,216.513,0.417,3000
2011,NJ,Commercial Non-Cogen,Other Biomass,0,0,3001
2013,NJ,Commercial Non-Cogen,Other Biomass,0,0,3002
2014,NJ,Commercial Non-Cogen,Other Biomass,0,0,3003
2015,NJ,Commercial Non-Cogen,Other Biomass,0,0,3004
2003,NM,Commercial Non-Cogen,Natural Gas,0.001,0,3005
2010,NM,Commercial Non-Cogen,Petroleum,0.013,0,3006
1990,NY,Commercial Non-Cogen,Natural Gas,0,0,3007
1991,NY,Commercial Non-Cogen,Natural Gas,0,0,3008
1992,NY,Commercial Non-Cogen,Natural Gas,0,0,3009
1996,NY,Commercial Non-Cogen,Natural Gas,1.331,0,3010
1997,NY,Commercial Non-Cogen,Natural Gas,1.176,0,3011
1998,NY,Commercial Non-Cogen,Natural Gas,1.37,0,3012
1999,NY,Commercial Non-Cogen,Natural Gas,1.816,0,3013
2000,NY,Commercial Non-Cogen,Natural Gas,3.513,0,3014
2001,NY,Commercial Non-Cogen,Natural Gas,2.809,0,3015
2002,NY,Commercial Non-Cogen,Natural Gas,2.473,0,3016
2004,NY,Commercial Non-Cogen,Natural Gas,1.788,0,3017
2005,NY,Commercial Non-Cogen,Natural Gas,2.043,0,3018
2006,NY,Commercial Non-Cogen,Natural Gas,1.093,0,3019
2007,NY,Commercial Non-Cogen,Natural Gas,0.501,0,3020
2008,NY,Commercial Non-Cogen,Natural Gas,0.47,0,3021
2009,NY,Commercial Non-Cogen,Natural Gas,0.589,0,3022
2010,NY,Commercial Non-Cogen,Natural Gas,87.681,0,3023
2011,NY,Commercial Non-Cogen,Natural Gas,6.485,0,3024
2012,NY,Commercial Non-Cogen,Natural Gas,5.798,0,3025
2013,NY,Commercial Non-Cogen,Natural Gas,10.45,0,3026
2014,NY,Commercial Non-Cogen,Natural Gas,13.218,0,3027
2015,NY,Commercial Non-Cogen,Natural Gas,6.854,0,3028
1990,NY,Commercial Non-Cogen,Other,0,0.001,3029
1991,NY,Commercial Non-Cogen,Other,0,0.001,3030
1994,NY,Commercial Non-Cogen,Other,15.542,0.003,3031
1995,NY,Commercial Non-Cogen,Other,115.44,0.206,3032
1996,NY,Commercial Non-Cogen,Other,123.372,0.223,3033
1997,NY,Commercial Non-Cogen,Other,128.314,0.227,3034
1998,NY,Commercial Non-Cogen,Other,140.858,0.247,3035
1999,NY,Commercial Non-Cogen,Other,146.698,0.251,3036
2000,NY,Commercial Non-Cogen,Other,149.903,0.517,3037
2001,NY,Commercial Non-Cogen,Other,154.131,0.013,3038
2002,NY,Commercial Non-Cogen,Other,154.545,0.014,3039
2003,NY,Commercial Non-Cogen,Other,153.557,0.013,3040
2004,NY,Commercial Non-Cogen,Other,160.347,0.014,3041
2005,NY,Commercial Non-Cogen,Other,160.098,0.013,3042
2006,NY,Commercial Non-Cogen,Other,161.364,0.014,3043
2007,NY,Commercial Non-Cogen,Other,158.516,0.013,3044
2008,NY,Commercial Non-Cogen,Other,157.894,0.013,3045
2009,NY,Commercial Non-Cogen,Other,144.424,0.012,3046
2010,NY,Commercial Non-Cogen,Other,141.955,0.012,3047
2011,NY,Commercial Non-Cogen,Other,143.403,0.013,3048
2012,NY,Commercial Non-Cogen,Other,367.083,0.28,3049
2013,NY,Commercial Non-Cogen,Other,360.3,0.144,3050
2014,NY,Commercial Non-Cogen,Other,300.809,0.256,3051
2015,NY,Commercial Non-Cogen,Other,300.967,0.032,3052
2013,NY,Commercial Non-Cogen,Other Biomass,0,0,3053
2014,NY,Commercial Non-Cogen,Other Biomass,0,0,3054
2015,NY,Commercial Non-Cogen,Other Biomass,0,0,3055
1994,NY,Commercial Non-Cogen,Petroleum,0.047,0,3056
1995,NY,Commercial Non-Cogen,Petroleum,0.052,0,3057
1996,NY,Commercial Non-Cogen,Petroleum,0.06,0,3058
1997,NY,Commercial Non-Cogen,Petroleum,0.065,0,3059
1998,NY,Commercial Non-Cogen,Petroleum,0.056,0,3060
1999,NY,Commercial Non-Cogen,Petroleum,0.056,0,3061
2000,NY,Commercial Non-Cogen,Petroleum,0.226,0,3062
2001,NY,Commercial Non-Cogen,Petroleum,0.202,0,3063
2002,NY,Commercial Non-Cogen,Petroleum,0.281,0,3064
2003,NY,Commercial Non-Cogen,Petroleum,0.129,0,3065
2004,NY,Commercial Non-Cogen,Petroleum,0.159,0,3066
2005,NY,Commercial Non-Cogen,Petroleum,0.296,0,3067
2006,NY,Commercial Non-Cogen,Petroleum,5.726,0.008,3068
2007,NY,Commercial Non-Cogen,Petroleum,0.136,0,3069
2008,NY,Commercial Non-Cogen,Petroleum,0.082,0,3070
2009,NY,Commercial Non-Cogen,Petroleum,0.052,0,3071
2010,NY,Commercial Non-Cogen,Petroleum,0.06,0,3072
2011,NY,Commercial Non-Cogen,Petroleum,0.003,0,3073
2012,NY,Commercial Non-Cogen,Petroleum,0.011,0,3074
2013,NY,Commercial Non-Cogen,Petroleum,0.4,0,3075
2014,NY,Commercial Non-Cogen,Petroleum,0.494,0,3076
2015,NY,Commercial Non-Cogen,Petroleum,0.688,0,3077
1996,OH,Commercial Non-Cogen,Coal,0,0.017,3078
1997,OH,Commercial Non-Cogen,Coal,0,0.013,3079
2004,OH,Commercial Non-Cogen,Coal,56.579,1.02,3080
2005,OH,Commercial Non-Cogen,Coal,57.304,0,3081
2007,OH,Commercial Non-Cogen,Coal,0,0,3082
2011,OH,Commercial Non-Cogen,Coal,29.275,0.223,3083
2012,OH,Commercial Non-Cogen,Coal,2.201,0.051,3084
2013,OH,Commercial Non-Cogen,Coal,5.801,0.035,3085
1990,OH,Commercial Non-Cogen,Natural Gas,26.377,0,3086
1991,OH,Commercial Non-Cogen,Natural Gas,24.938,0,3087
1992,OH,Commercial Non-Cogen,Natural Gas,20.519,0,3088
1993,OH,Commercial Non-Cogen,Natural Gas,17.997,0,3089
1994,OH,Commercial Non-Cogen,Natural Gas,17.667,0,3090
